cliente_id,rg_id,numero,desde
CLI0635,RG0635,77176147,2019-04-19
CLI0636,RG0636,63051082,2023-01-25
CLI0637,RG0637,61600243,2022-06-13
CLI0638,RG0638,62201776,2023-06-18
CLI0639,RG0639,87586461,2018-11-04
CLI0640,RG0640,50022624,2023-04-07
CLI0641,RG0641,36524771,2020-06-01
CLI0642,RG0642,25100330,2023-05-01
CLI0643,RG0643,18852788,2018-01-14
CLI0644,RG0644,20011871,2025-12-03
CLI0645,RG0645,19565463,2020-01-10
CLI0646,RG0646,99623431,2023-01-26
CLI0647,RG0647,10421479,2020-06-07
CLI0648,RG0648,30866574,2023-11-04
CLI0649,RG0649,55226010,2024-02-01
CLI0650,RG0650,23217836,2020-12-28
CLI0651,RG0651,44842564,2020-10-10
CLI0652,RG0652,30603533,2024-11-02
CLI0653,RG0653,28971196,2023-12-24
CLI0654,RG0654,18206894,2018-01-27
CLI0655,RG0655,97555419,2024-10-31
CLI0656,RG0656,52687971,2023-05-31
CLI0657,RG0657,19783931,2023-11-06
CLI0658,RG0658,16685457,2023-04-09
CLI0659,RG0659,80877336,2018-05-06
CLI0660,RG0660,70222807,2019-06-17
CLI0661,RG0661,37766215,2023-05-07
CLI0662,RG0662,66045156,2023-10-14
CLI0663,RG0663,77638983,2018-11-14
CLI0664,RG0664,80238223,2024-07-23
CLI0665,RG0665,59729857,2025-04-13
CLI0666,RG0666,80440993,2020-11-29
CLI0667,RG0667,21248519,2020-04-06
CLI0668,RG0668,35749946,2022-03-06
CLI0669,RG0669,89910383,2021-04-06
CLI0670,RG0670,20331334,2023-08-22
CLI0671,RG0671,38193492,2024-04-08
CLI0672,RG0672,33630872,2021-08-03
CLI0673,RG0673,59793666,2020-04-02
CLI0674,RG0674,17678081,2024-02-21
CLI0675,RG0675,84153574,2024-11-05
CLI0676,RG0676,87656343,2021-11-04
CLI0677,RG0677,83765130,2023-08-14
CLI0678,RG0678,20392769,2023-06-28
CLI0679,RG0679,12593999,2022-07-04
CLI0680,RG0680,11446908,2019-07-15
CLI0681,RG0681,34634296,2021-09-10
CLI0682,RG0682,85591614,2024-01-13
CLI0683,RG0683,14363594,2020-12-04
CLI0684,RG0684,92241666,2020-08-26
CLI0685,RG0685,72010916,2020-08-24
CLI0686,RG0686,86851987,2023-09-11
CLI0687,RG0687,26836089,2024-07-18
CLI0688,RG0688,33037865,2022-02-11
CLI0689,RG0689,93675181,2025-06-14
CLI0690,RG0690,83300539,2022-09-18
CLI0691,RG0691,32769522,2025-11-17
CLI0692,RG0692,34987417,2018-12-13
CLI0693,RG0693,44768842,2024-08-13
CLI0694,RG0694,43187506,2021-09-24
CLI0695,RG0695,30664729,2022-10-31
CLI0696,RG0696,48074872,2019-10-14
CLI0697,RG0697,37937587,2021-04-23
CLI0698,RG0698,31905860,2024-04-26
CLI0699,RG0699,82258236,2020-07-22
CLI0700,RG0700,31701972,2023-04-13
CLI0701,RG0701,92104813,2021-04-28
CLI0702,RG0702,63886874,2022-03-26
CLI0703,RG0703,31481965,2020-07-09
CLI0704,RG0704,37266260,2022-03-31
CLI0705,RG0705,20202362,2019-12-10
CLI0706,RG0706,66848213,2023-12-13
CLI0707,RG0707,63504799,2021-11-20
CLI0708,RG0708,70205894,2021-12-26
CLI0709,RG0709,52332948,2022-05-29
CLI0710,RG0710,57490644,2024-02-15
CLI0711,RG0711,38170117,2023-10-08
CLI0712,RG0712,69272776,2025-09-30
CLI0713,RG0713,43732173,2018-04-17
CLI0714,RG0714,44141277,2024-08-09
CLI0715,RG0715,82844194,2019-04-21
CLI0716,RG0716,87118971,2024-05-22
CLI0717,RG0717,58045710,2021-05-09
CLI0718,RG0718,46901435,2019-02-02
CLI0719,RG0719,35783955,2022-12-31
CLI0720,RG0720,64295203,2025-06-26
CLI0721,RG0721,98377293,2021-11-17
CLI0722,RG0722,60094372,2019-08-19
CLI0723,RG0723,57024934,2024-12-30
CLI0724,RG0724,50248639,2025-11-22
CLI0725,RG0725,32753536,2020-06-21
CLI0726,RG0726,11536077,2025-06-25
CLI0727,RG0727,28036027,2018-02-22
CLI0728,RG0728,58493738,2021-03-28
CLI0729,RG0729,15279873,2025-11-10
CLI0730,RG0730,59759281,2024-01-04
CLI0731,RG0731,22568973,2022-12-09
CLI0732,RG0732,12854500,2020-05-04
CLI0733,RG0733,63683635,2019-01-12
CLI0734,RG0734,62468705,2021-07-27
CLI0735,RG0735,72146678,2021-01-15
CLI0736,RG0736,29678081,2022-01-25
CLI0737,RG0737,11668434,2021-11-16
CLI0738,RG0738,36850207,2024-03-16
CLI0739,RG0739,36390882,2020-07-06
CLI0740,RG0740,66401411,2018-06-22
CLI0741,RG0741,93708333,2025-01-29
CLI0742,RG0742,23433419,2021-01-07
CLI0743,RG0743,92610445,2025-06-22
CLI0744,RG0744,85210503,2024-01-18
CLI0745,RG0745,39396943,2020-01-04
CLI0746,RG0746,44296444,2025-10-14
CLI0747,RG0747,81949589,2020-07-28
CLI0748,RG0748,72761616,2022-05-22
CLI0749,RG0749,89942779,2022-04-18
CLI0750,RG0750,22263507,2021-04-26
CLI0751,RG0751,39578165,2021-08-14
CLI0752,RG0752,96911803,2024-05-30
CLI0753,RG0753,45154848,2020-09-04
CLI0754,RG0754,82777174,2025-07-13
CLI0755,RG0755,62036138,2025-12-09
CLI0756,RG0756,21694111,2025-12-03
CLI0757,RG0757,32405926,2025-12-16
CLI0758,RG0758,70991492,2022-10-20
CLI0759,RG0759,67499502,2024-08-24
CLI0760,RG0760,89475703,2022-09-24
CLI0761,RG0761,38318644,2023-02-22
CLI0762,RG0762,34616876,2020-05-30
CLI0763,RG0763,78706154,2018-07-06
CLI0764,RG0764,54223450,2018-02-16
CLI0765,RG0765,65661439,2023-05-08
CLI0766,RG0766,13230673,2018-06-09
CLI0767,RG0767,25830744,2021-04-17
CLI0768,RG0768,63884756,2022-11-08
CLI0769,RG0769,19358752,2020-10-13
CLI0770,RG0770,78312821,2018-09-20
CLI0771,RG0771,30658585,2019-03-22
CLI0772,RG0772,10815480,2021-01-30
CLI0773,RG0773,14054318,2018-12-10
CLI0774,RG0774,50599103,2022-01-13
CLI0775,RG0775,13594894,2025-12-06
CLI0776,RG0776,10267329,2024-01-28
CLI0777,RG0777,47303947,2018-09-25
CLI0778,RG0778,73280434,2024-05-02
CLI0779,RG0779,25287101,2021-10-01
CLI0780,RG0780,87969595,2021-03-13
CLI0781,RG0781,16225199,2020-07-30
CLI0782,RG0782,69896880,2019-01-24
CLI0783,RG0783,95982813,2022-06-23
CLI0784,RG0784,90616304,2020-06-28
CLI0785,RG0785,14052129,2024-09-29
CLI0786,RG0786,34676025,2020-12-15
CLI0787,RG0787,89502034,2023-05-14
CLI0788,RG0788,62601689,2021-07-19
CLI0789,RG0789,93872717,2018-10-09
CLI0790,RG0790,46147988,2023-09-07
CLI0791,RG0791,75035598,2023-04-01
CLI0792,RG0792,98841927,2024-04-08
CLI0793,RG0793,12492068,2024-09-24
CLI0794,RG0794,34513473,2025-10-16
CLI0795,RG0795,70244877,2024-06-26
CLI0796,RG0796,51384518,2021-10-24
CLI0797,RG0797,20624566,2023-06-23
CLI0798,RG0798,63701561,2021-05-13
CLI0799,RG0799,86498139,2024-12-24
CLI0800,RG0800,30437354,2018-04-15
CLI0801,RG0801,72222360,2018-09-30
CLI0802,RG0802,60040826,2024-09-14
CLI0803,RG0803,34963860,2020-06-30
CLI0804,RG0804,61517012,2025-05-21
CLI0805,RG0805,60594089,2023-12-18
CLI0806,RG0806,84201737,2024-10-29
CLI0807,RG0807,91995629,2020-09-09
CLI0808,RG0808,80490059,2021-03-08
CLI0809,RG0809,90949736,2023-10-13
CLI0810,RG0810,10593111,2024-06-07
CLI0811,RG0811,29702370,2021-09-07
CLI0812,RG0812,85701885,2021-11-10
CLI0813,RG0813,87163353,2019-03-20
CLI0814,RG0814,92261717,2020-09-09
CLI0815,RG0815,11524247,2025-06-18
CLI0816,RG0816,41155626,2018-01-05
CLI0817,RG0817,45033347,2018-11-14
CLI0818,RG0818,59663454,2021-01-11
CLI0819,RG0819,94281692,2019-01-23
CLI0820,RG0820,86755219,2021-06-10
CLI0821,RG0821,51252304,2022-01-24
CLI0822,RG0822,36061212,2024-09-08
CLI0823,RG0823,75792454,2025-01-24
CLI0824,RG0824,66243095,2025-04-02
CLI0825,RG0825,88360154,2024-11-02
CLI0826,RG0826,15410958,2024-01-11
CLI0827,RG0827,83813063,2022-01-30
CLI0828,RG0828,81745429,2023-05-18
CLI0829,RG0829,53131238,2018-03-07
CLI0830,RG0830,74870281,2018-06-19
CLI0831,RG0831,61476077,2019-08-27
CLI0832,RG0832,10195370,2020-04-20
CLI0833,RG0833,46406358,2023-09-18
CLI0834,RG0834,16293604,2019-10-05
CLI0835,RG0835,42994737,2022-05-14
CLI0836,RG0836,43372509,2021-04-22
CLI0837,RG0837,38052325,2025-09-04
CLI0838,RG0838,83012855,2025-06-12
CLI0839,RG0839,62578740,2023-06-14
CLI0840,RG0840,90572667,2025-12-14
CLI0841,RG0841,35484385,2019-11-07
CLI0842,RG0842,67982400,2019-06-02
CLI0843,RG0843,25768498,2019-11-27
CLI0844,RG0844,22331322,2021-09-01
CLI0845,RG0845,47000747,2018-03-24
CLI0846,RG0846,35027676,2025-06-22
CLI0847,RG0847,31331521,2018-12-01
CLI0848,RG0848,74076489,2021-04-23
CLI0849,RG0849,28466565,2022-12-17
CLI0850,RG0850,19855438,2021-02-04
CLI0851,RG0851,62007481,2018-10-29
CLI0852,RG0852,58761580,2018-02-02
CLI0853,RG0853,12207060,2022-06-04
CLI0854,RG0854,63859530,2019-10-18
CLI0855,RG0855,42038577,2023-12-10
CLI0856,RG0856,21774924,2019-07-10
CLI0857,RG0857,39038757,2021-10-21
CLI0858,RG0858,13867147,2020-09-13
CLI0859,RG0859,36847704,2019-10-05
CLI0860,RG0860,97143176,2025-03-09
CLI0861,RG0861,15771083,2022-10-17
CLI0862,RG0862,46688997,2019-03-04
CLI0863,RG0863,48294101,2022-02-17
CLI0864,RG0864,85304172,2023-12-22
CLI0865,RG0865,47982292,2025-03-30
CLI0866,RG0866,59794063,2018-12-16
CLI0867,RG0867,11620224,2020-10-23
CLI0868,RG0868,70081888,2018-05-17
CLI0869,RG0869,36406040,2020-12-10
CLI0870,RG0870,36715740,2022-10-19
CLI0871,RG0871,76712978,2018-12-02
CLI0872,RG0872,86783494,2021-07-07
CLI0873,RG0873,42922931,2021-03-21
CLI0874,RG0874,59038710,2025-12-08
CLI0875,RG0875,86862400,2025-06-23
CLI0876,RG0876,64306604,2024-10-21
CLI0877,RG0877,53254231,2024-01-22
CLI0878,RG0878,10928192,2025-06-26
CLI0879,RG0879,21905405,2023-02-18
CLI0880,RG0880,13427039,2021-02-12
CLI0881,RG0881,29281243,2022-06-16
CLI0882,RG0882,44772628,2024-08-26
CLI0883,RG0883,62986889,2023-07-19
CLI0884,RG0884,41776998,2023-04-21
CLI0885,RG0885,28342286,2021-04-20
CLI0886,RG0886,66811657,2022-08-21
CLI0887,RG0887,38510236,2023-09-01
CLI0888,RG0888,74863590,2022-03-21
CLI0889,RG0889,62211236,2018-03-20
CLI0890,RG0890,13953310,2020-08-23
CLI0891,RG0891,68048625,2025-02-21
CLI0892,RG0892,37347134,2023-02-21
CLI0893,RG0893,74175195,2019-04-05
CLI0894,RG0894,60794986,2019-11-14
CLI0895,RG0895,50833796,2019-07-24
CLI0896,RG0896,17200210,2020-01-17
CLI0897,RG0897,32414961,2019-10-10
CLI0898,RG0898,31461553,2023-10-17
CLI0899,RG0899,57892935,2023-07-06
CLI0900,RG0900,52286809,2020-10-28
CLI0901,RG0901,87083309,2020-03-02
CLI0902,RG0902,14614633,2019-09-21
CLI0903,RG0903,98830506,2021-01-20
CLI0904,RG0904,39854281,2018-05-07
CLI0905,RG0905,83558381,2021-11-03
CLI0906,RG0906,55558092,2024-04-14
CLI0907,RG0907,31924339,2022-01-01
CLI0908,RG0908,95493329,2021-12-19
CLI0909,RG0909,78906283,2023-02-10
CLI0910,RG0910,96296633,2021-11-01
CLI0911,RG0911,62067464,2019-11-10
CLI0912,RG0912,96226007,2018-04-09
CLI0913,RG0913,13288524,2025-10-26
CLI0914,RG0914,61918178,2019-11-03
CLI0915,RG0915,26016228,2024-04-28
CLI0916,RG0916,27771564,2025-03-13
CLI0917,RG0917,77990328,2022-10-05
CLI0918,RG0918,58113555,2020-08-14
CLI0919,RG0919,46855808,2020-04-15
CLI0920,RG0920,65690277,2020-02-19
CLI0921,RG0921,61353651,2022-07-23
CLI0922,RG0922,44898234,2024-08-05
CLI0923,RG0923,81039251,2020-02-23
CLI0924,RG0924,73075887,2023-01-10
CLI0925,RG0925,16117894,2021-02-12
CLI0926,RG0926,65191972,2024-05-17
CLI0927,RG0927,14079788,2024-07-09
CLI0928,RG0928,68150952,2020-02-13
CLI0929,RG0929,30516061,2025-02-06
CLI0930,RG0930,11769327,2024-05-02
CLI0931,RG0931,76054312,2023-07-05
CLI0932,RG0932,43717476,2025-07-02
CLI0933,RG0933,32627200,2022-02-18
CLI0934,RG0934,41308738,2020-01-27
CLI0935,RG0935,91943167,2018-05-07
CLI0936,RG0936,22934433,2019-12-28
CLI0937,RG0937,58663883,2025-12-04
CLI0938,RG0938,45877042,2020-10-11
CLI0939,RG0939,27332399,2022-11-29
CLI0940,RG0940,47104988,2022-05-15
CLI0941,RG0941,67628113,2021-05-08
CLI0942,RG0942,74500417,2023-03-18
CLI0943,RG0943,64070299,2020-01-25
CLI0944,RG0944,22123631,2025-03-13
CLI0945,RG0945,58561828,2020-12-01
CLI0946,RG0946,30503442,2023-11-07
CLI0947,RG0947,70439581,2020-02-11
CLI0948,RG0948,86934791,2023-04-07
CLI0949,RG0949,84113583,2020-11-23
CLI0950,RG0950,76625623,2021-03-20
CLI0951,RG0951,38203297,2021-04-06
CLI0952,RG0952,17795115,2024-02-18
CLI0953,RG0953,64356439,2023-07-31
CLI0954,RG0954,65166830,2019-09-05
CLI0955,RG0955,20639917,2019-03-31
CLI0956,RG0956,54793775,2025-10-28
CLI0957,RG0957,61937771,2024-12-23
CLI0958,RG0958,63927336,2025-12-20
CLI0959,RG0959,74565120,2024-01-16
CLI0960,RG0960,46896581,2020-02-06
CLI0961,RG0961,52437340,2025-06-16
CLI0962,RG0962,40237434,2022-09-21
CLI0963,RG0963,41692245,2022-11-09
CLI0964,RG0964,94842464,2018-04-13
CLI0965,RG0965,74215283,2025-09-09
CLI0966,RG0966,16001207,2025-09-14
CLI0967,RG0967,18575358,2024-04-14
CLI0968,RG0968,36635790,2020-07-05
CLI0969,RG0969,81647438,2018-06-22
CLI0970,RG0970,17172167,2022-02-26
CLI0971,RG0971,49181178,2021-02-14
CLI0972,RG0972,66808785,2022-09-04
CLI0973,RG0973,92296403,2024-07-13
CLI0974,RG0974,57656317,2021-02-05
CLI0975,RG0975,68946043,2023-07-22
CLI0976,RG0976,15066164,2020-09-19
CLI0977,RG0977,31968410,2018-04-29
CLI0978,RG0978,60042850,2021-06-01
CLI0979,RG0979,62218908,2018-04-28
CLI0980,RG0980,44172923,2025-06-29
CLI0981,RG0981,21050290,2024-05-17
CLI0982,RG0982,55187097,2019-05-01
CLI0983,RG0983,85771821,2019-07-08
CLI0984,RG0984,99609973,2019-06-28
CLI0985,RG0985,70364220,2023-06-23
CLI0986,RG0986,95486212,2025-09-27
CLI0987,RG0987,13968838,2023-05-10
CLI0988,RG0988,60615059,2020-11-18
CLI0989,RG0989,10200744,2022-06-02
CLI0990,RG0990,27180666,2019-05-28
CLI0991,RG0991,68749531,2021-11-20
CLI0992,RG0992,73666579,2025-06-02
CLI0993,RG0993,64170999,2020-04-10
CLI0994,RG0994,57038194,2023-10-12
CLI0995,RG0995,60585874,2019-02-03
CLI0996,RG0996,39284333,2023-08-06
CLI0997,RG0997,34522612,2022-12-23
CLI0998,RG0998,39035574,2022-11-26
CLI0999,RG0999,18528983,2019-06-25
CLI1000,RG1000,28881997,2025-04-26
CLI1001,RG1001,42373360,2018-06-22
CLI1002,RG1002,21232956,2024-08-01
CLI1003,RG1003,44992489,2018-05-10
CLI1004,RG1004,18526538,2018-11-25
CLI1005,RG1005,76511207,2025-08-26
CLI1006,RG1006,80912122,2021-03-06
CLI1007,RG1007,21512405,2018-07-08
CLI1008,RG1008,68134282,2025-03-01
CLI1009,RG1009,83618872,2025-01-20
CLI1010,RG1010,80397937,2024-08-09
CLI1011,RG1011,64565700,2023-03-12
CLI1012,RG1012,19677366,2019-07-17
CLI1013,RG1013,34788160,2022-07-21
CLI1014,RG1014,54981354,2019-05-02
CLI1015,RG1015,48825980,2022-08-31
CLI1016,RG1016,52283563,2022-12-14
CLI1017,RG1017,43534134,2021-02-12
CLI1018,RG1018,15014140,2019-08-06
CLI1019,RG1019,59987814,2024-10-16
CLI1020,RG1020,37881659,2025-02-08
CLI1021,RG1021,40578143,2024-10-04
CLI1022,RG1022,38813492,2025-10-07
CLI1023,RG1023,26943702,2020-03-15
CLI1024,RG1024,69420662,2021-05-27
CLI1025,RG1025,45919709,2025-09-24
CLI1026,RG1026,99928690,2019-11-30
CLI1027,RG1027,57809882,2024-08-27
CLI1028,RG1028,54629491,2018-10-08
CLI1029,RG1029,43056251,2019-09-13
CLI1030,RG1030,73449085,2025-03-21
CLI1031,RG1031,48727665,2025-10-04
CLI1032,RG1032,41316383,2025-08-11
CLI1033,RG1033,48874301,2020-08-06
CLI1034,RG1034,20978502,2018-03-05
CLI1035,RG1035,38521600,2020-05-26
CLI1036,RG1036,99758895,2024-11-22
CLI1037,RG1037,85901032,2022-05-03
CLI1038,RG1038,40145757,2021-10-29
CLI1039,RG1039,36405217,2018-05-12
CLI1040,RG1040,37946715,2022-07-31
CLI1041,RG1041,10545853,2025-08-29
CLI1042,RG1042,12563422,2024-04-06
CLI1043,RG1043,48315802,2019-12-12
CLI1044,RG1044,47308656,2018-12-25
CLI1045,RG1045,35669800,2024-03-01
CLI1046,RG1046,86860780,2025-01-29
CLI1047,RG1047,61441320,2018-06-21
CLI1048,RG1048,83914229,2022-12-04
CLI1049,RG1049,24419839,2022-01-26
CLI1050,RG1050,90749674,2018-05-19
CLI1051,RG1051,46493377,2025-01-31
CLI1052,RG1052,23474234,2022-03-01
CLI1053,RG1053,68272017,2019-11-21
CLI1054,RG1054,63748388,2025-07-05
CLI1055,RG1055,31682819,2022-10-06
CLI1056,RG1056,25981296,2019-05-26
CLI1057,RG1057,26373743,2019-10-06
CLI1058,RG1058,18041483,2022-02-15
CLI1059,RG1059,22907499,2021-02-06
CLI1060,RG1060,53476543,2021-07-16
CLI1061,RG1061,23121267,2021-07-29
CLI1062,RG1062,79894489,2024-07-19
CLI1063,RG1063,94825727,2025-06-10
CLI1064,RG1064,73946272,2019-02-05
CLI1065,RG1065,91228073,2020-04-18
CLI1066,RG1066,60861919,2021-01-07
CLI1067,RG1067,56754892,2023-10-29
CLI1068,RG1068,16898679,2024-04-28
CLI1069,RG1069,43993444,2018-12-04
CLI1070,RG1070,51860882,2024-12-10
CLI1071,RG1071,18724766,2024-02-03
CLI1072,RG1072,62402189,2025-01-06
CLI1073,RG1073,89302151,2021-04-22
CLI1074,RG1074,59072728,2018-08-30
CLI1075,RG1075,30946328,2025-02-13
CLI1076,RG1076,61376074,2019-04-07
CLI1077,RG1077,46836644,2025-09-11
CLI1078,RG1078,44987476,2022-08-04
CLI1079,RG1079,82678279,2021-08-06
CLI1080,RG1080,73312164,2020-08-30
CLI1081,RG1081,98530136,2025-06-01
CLI1082,RG1082,84633968,2021-11-21
CLI1083,RG1083,80599711,2021-04-08
CLI1084,RG1084,84389476,2019-08-25
CLI1085,RG1085,25496941,2021-10-13
CLI1086,RG1086,69457952,2019-05-01
CLI1087,RG1087,68610285,2021-06-29
CLI1088,RG1088,42247700,2022-08-27
CLI1089,RG1089,93491436,2025-06-30
CLI1090,RG1090,26944674,2024-12-03
CLI1091,RG1091,70952599,2025-05-03
CLI1092,RG1092,84553321,2022-03-10
CLI1093,RG1093,85060646,2025-12-02
CLI1094,RG1094,29583570,2025-05-20
CLI1095,RG1095,87270347,2022-01-03
CLI1096,RG1096,86794695,2020-01-02
CLI1097,RG1097,90898773,2024-01-13
CLI1098,RG1098,82910006,2021-11-12
CLI1099,RG1099,71699587,2024-07-28
CLI1100,RG1100,63562697,2023-03-22
CLI1101,RG1101,85180553,2025-02-03
CLI1102,RG1102,47628327,2024-12-16
CLI1103,RG1103,71717603,2018-09-01
CLI1104,RG1104,34720986,2022-09-24
CLI1105,RG1105,14282852,2021-11-09
CLI1106,RG1106,43098160,2024-07-13
CLI1107,RG1107,47821028,2023-02-13
CLI1108,RG1108,60844847,2024-09-04
CLI1109,RG1109,38574272,2025-04-11
CLI1110,RG1110,53239383,2019-01-08
CLI1111,RG1111,12718687,2022-05-04
CLI1112,RG1112,31197225,2021-10-23
CLI1113,RG1113,50538516,2023-07-29
CLI1114,RG1114,42311297,2020-01-24
CLI1115,RG1115,39701146,2025-09-05
CLI1116,RG1116,31057613,2021-09-28
CLI1117,RG1117,16050973,2024-08-13
CLI1118,RG1118,60153380,2019-07-29
CLI1119,RG1119,17802724,2024-06-06
CLI1120,RG1120,34723692,2020-04-17
CLI1121,RG1121,59454698,2018-07-10
CLI1122,RG1122,10063145,2018-12-21
CLI1123,RG1123,94224928,2019-12-26
CLI1124,RG1124,69202385,2019-11-26
CLI1125,RG1125,49689300,2018-06-21
CLI1126,RG1126,67432865,2019-04-03
CLI1127,RG1127,73207342,2020-09-02
CLI1128,RG1128,21615274,2024-12-02
CLI1129,RG1129,93879044,2024-05-05
CLI1130,RG1130,74217871,2022-11-10
CLI1131,RG1131,67388548,2019-08-04
CLI1132,RG1132,82363632,2019-04-05
CLI1133,RG1133,48182780,2025-09-15
CLI1134,RG1134,48395262,2019-09-18
CLI1135,RG1135,42862031,2021-05-09
CLI1136,RG1136,19817970,2023-10-06
CLI1137,RG1137,61001316,2020-08-23
CLI1138,RG1138,75885973,2021-12-11
CLI1139,RG1139,38227237,2025-02-15
CLI1140,RG1140,14071341,2024-07-09
CLI1141,RG1141,67858924,2020-03-28
CLI1142,RG1142,52402423,2022-10-22
CLI1143,RG1143,62647157,2019-05-21
CLI1144,RG1144,49393597,2022-01-24
CLI1145,RG1145,59339530,2023-10-01
CLI1146,RG1146,10780283,2020-05-22
CLI1147,RG1147,24744772,2021-10-26
CLI1148,RG1148,90165167,2021-03-23
CLI1149,RG1149,46143610,2019-12-26
CLI1150,RG1150,98146576,2025-11-24
CLI1151,RG1151,83833690,2025-05-18
CLI1152,RG1152,60141100,2018-08-06
CLI1153,RG1153,97205292,2025-04-30
CLI1154,RG1154,42616985,2024-10-03
CLI1155,RG1155,62976745,2025-03-24
CLI1156,RG1156,39488936,2021-01-15
CLI1157,RG1157,28564766,2025-01-14
CLI1158,RG1158,26978567,2020-12-02
CLI1159,RG1159,70580360,2020-08-31
CLI1160,RG1160,95649359,2020-07-09
CLI1161,RG1161,48391676,2025-10-25
CLI1162,RG1162,86270465,2022-04-23
CLI1163,RG1163,22560324,2023-11-07
CLI1164,RG1164,24533256,2019-10-20
CLI1165,RG1165,81215433,2021-01-29
CLI1166,RG1166,95754703,2024-05-06
CLI1167,RG1167,46499069,2020-10-21
CLI1168,RG1168,38665803,2021-05-04
CLI1169,RG1169,39157658,2018-09-06
CLI1170,RG1170,15645571,2020-01-06
CLI1171,RG1171,70046150,2019-03-28
CLI1172,RG1172,14993136,2022-05-23
CLI1173,RG1173,23801703,2018-03-13
CLI1174,RG1174,79438761,2023-02-05
CLI1175,RG1175,79969884,2019-04-15
CLI1176,RG1176,53063432,2024-01-19
CLI1177,RG1177,57853595,2020-08-31
CLI1178,RG1178,30126105,2025-09-13
CLI1179,RG1179,47888143,2021-07-03
CLI1180,RG1180,85102612,2025-10-21
CLI1181,RG1181,75079143,2024-10-23
CLI1182,RG1182,37448673,2023-08-28
CLI1183,RG1183,52500820,2021-09-01
CLI1184,RG1184,50241725,2022-08-13
CLI1185,RG1185,81829418,2022-07-28
CLI1186,RG1186,40032596,2021-07-04
CLI1187,RG1187,77278338,2018-07-16
CLI1188,RG1188,36631419,2023-03-27
CLI1189,RG1189,16449155,2024-10-07
CLI1190,RG1190,39072409,2021-11-21
CLI1191,RG1191,93086620,2025-03-27
CLI1192,RG1192,91861257,2025-07-09
CLI1193,RG1193,91504474,2025-09-02
CLI1194,RG1194,12344166,2021-08-27
CLI1195,RG1195,58926292,2025-08-16
CLI1196,RG1196,20192332,2020-07-20
CLI1197,RG1197,48186811,2022-12-18
CLI1198,RG1198,95971790,2019-04-04
CLI1199,RG1199,19293611,2019-10-08
CLI1200,RG1200,63865025,2020-09-25
CLI1201,RG1201,37287550,2022-06-07
CLI1202,RG1202,76034666,2022-09-30
CLI1203,RG1203,86522141,2023-11-06
CLI1204,RG1204,42220998,2023-07-24
CLI1205,RG1205,98234692,2022-11-04
CLI1206,RG1206,82306586,2020-04-06
CLI1207,RG1207,14614759,2023-04-16
CLI1208,RG1208,50828255,2020-02-15
CLI1209,RG1209,55354912,2018-12-10
CLI1210,RG1210,17653101,2024-01-29
CLI1211,RG1211,90298801,2019-02-22
CLI1212,RG1212,17035055,2021-04-05
CLI1213,RG1213,10476674,2022-05-27
CLI1214,RG1214,47403668,2019-11-13
CLI1215,RG1215,45233778,2025-06-28
CLI1216,RG1216,66033776,2019-06-02
CLI1217,RG1217,28401973,2024-09-24
CLI1218,RG1218,71587674,2018-05-15
CLI1219,RG1219,21848331,2021-05-20
CLI1220,RG1220,37219757,2018-05-07
CLI1221,RG1221,51396067,2025-11-20
CLI1222,RG1222,13863004,2025-05-13
CLI1223,RG1223,76469934,2021-01-25
CLI1224,RG1224,41700552,2022-11-11
CLI1225,RG1225,95883279,2024-03-26
CLI1226,RG1226,68382207,2019-01-29
CLI1227,RG1227,63039291,2018-01-27
CLI1228,RG1228,49115599,2019-02-07
CLI1229,RG1229,55821717,2020-07-14
CLI1230,RG1230,76572741,2023-09-30
CLI1231,RG1231,81430821,2019-10-03
CLI1232,RG1232,62013608,2018-05-19
CLI1233,RG1233,57099533,2018-12-16
CLI1234,RG1234,80542438,2023-02-19
CLI1235,RG1235,46207877,2019-04-03
CLI1236,RG1236,95825795,2020-11-03
CLI1237,RG1237,26574707,2023-04-14
CLI1238,RG1238,93961787,2018-10-31
CLI1239,RG1239,34314630,2023-03-19
CLI1240,RG1240,85268425,2023-01-29
CLI1241,RG1241,36248368,2023-10-24
CLI1242,RG1242,44837871,2021-09-08
CLI1243,RG1243,53839745,2019-01-03
CLI1244,RG1244,76577067,2018-05-05
CLI1245,RG1245,96696765,2022-02-13
CLI1246,RG1246,61112422,2024-05-31
CLI1247,RG1247,99423512,2021-05-24
CLI1248,RG1248,57402173,2024-12-18
CLI1249,RG1249,68274194,2018-10-26
CLI1250,RG1250,71837216,2023-02-16
CLI1251,RG1251,31349759,2024-11-07
CLI1252,RG1252,55260429,2022-07-20
CLI1253,RG1253,17995804,2025-06-02
CLI1254,RG1254,11099317,2021-11-09
CLI1255,RG1255,16130851,2025-08-19
CLI1256,RG1256,95219696,2020-03-26
CLI1257,RG1257,28482756,2020-03-26
CLI1258,RG1258,95365934,2023-08-17
CLI1259,RG1259,38147836,2019-10-25
CLI1260,RG1260,41211039,2019-12-11
CLI1261,RG1261,29090624,2021-09-29
CLI1262,RG1262,71836669,2019-07-08
CLI1263,RG1263,16860211,2024-02-05
CLI1264,RG1264,49266149,2019-08-04
CLI1265,RG1265,41158687,2022-02-08
CLI1266,RG1266,39517099,2020-10-29
CLI1267,RG1267,24449015,2019-06-17
CLI1268,RG1268,28843795,2024-12-06
CLI1269,RG1269,67096487,2022-02-08
