cliente_id,nome,cpf,dataNascimento,cidade,estado,segmento,dataCadastro
CLI0274,Otávio Lima,274.339.176-35,1972-03-18,Recife,PE,Varejo,2019-09-29
CLI0275,Nicolas Souza,275.648.466-36,2000-07-17,Rio de Janeiro,RJ,Private,2023-03-13
CLI0276,Guilherme Nascimento,276.141.320-51,1973-04-22,Belo Horizonte,MG,Varejo,2025-12-22
CLI0277,Rafael Santos,277.793.406-43,1975-08-07,Curitiba,PR,Varejo,2022-07-15
CLI0278,Fernanda Rodrigues,278.224.112-17,1979-12-10,Brasília,DF,Premium,2020-03-22
CLI0279,Juliana Oliveira,279.122.166-35,1999-10-13,Recife,PE,Premium,2019-01-12
CLI0280,Felipe Dias,280.543.941-60,2004-07-05,Salvador,BA,Varejo,2022-04-17
CLI0281,Isabela Lima,281.556.252-14,1982-01-18,Recife,PE,Private,2023-08-06
CLI0282,Nicolas Almeida,282.758.916-77,1982-05-09,São Paulo,SP,Varejo,2022-04-16
CLI0283,Juliana Dias,283.614.429-59,1984-04-05,Salvador,BA,Premium,2018-04-17
CLI0284,Enzo Dias,284.338.263-22,1982-03-27,Porto Alegre,RS,Premium,2020-12-27
CLI0285,Enzo Pereira,285.689.966-59,1991-10-31,Brasília,DF,Premium,2019-12-23
CLI0286,Caio Ribeiro,286.681.677-28,1976-11-20,Salvador,BA,Universitário,2024-01-30
CLI0287,Bruno Pereira,287.716.324-12,2002-11-18,Porto Alegre,RS,Varejo,2021-09-20
CLI0288,Bruno Silva,288.251.700-28,1969-12-13,Belo Horizonte,MG,Private,2018-10-25
CLI0289,Karina Gomes,289.430.239-30,1999-03-12,Salvador,BA,Universitário,2025-04-13
CLI0290,Henrique Dias,290.934.279-58,1987-07-11,Brasília,DF,Private,2019-06-06
CLI0291,Helena Dias,291.133.286-87,1988-07-19,Belo Horizonte,MG,Premium,2025-03-04
CLI0292,Lucas Costa,292.271.751-21,1990-02-13,Belo Horizonte,MG,Universitário,2018-02-16
CLI0293,Isabela Souza,293.837.101-16,1994-08-16,Porto Alegre,RS,Universitário,2022-09-15
CLI0294,Sabrina Martins,294.203.948-71,1980-03-27,Fortaleza,CE,Premium,2023-01-23
CLI0295,João Silva,295.426.367-23,1966-08-28,Rio de Janeiro,RJ,Private,2019-11-28
CLI0296,Vanessa Nascimento,296.594.821-13,1998-09-11,Rio de Janeiro,RJ,Premium,2024-10-23
CLI0297,Gabriela Almeida,297.519.813-80,1983-10-19,Recife,PE,Private,2021-05-03
CLI0298,Bruno Ribeiro,298.103.537-21,1986-06-04,Campinas,SP,Universitário,2020-03-28
CLI0299,Carla Melo,299.964.218-49,1995-08-29,Rio de Janeiro,RJ,Universitário,2023-06-27
CLI0300,Lucas Ferreira,300.556.145-43,1999-06-14,Brasília,DF,Universitário,2020-12-14
CLI0301,Eduarda Souza,301.187.784-54,1997-02-20,Curitiba,PR,Premium,2024-03-17
CLI0302,Thiago Pereira,302.587.406-20,1995-06-02,Brasília,DF,Varejo,2023-08-19
CLI0303,Daniel Araujo,303.277.271-37,1977-04-16,Campinas,SP,Premium,2018-06-24
CLI0304,Karina Oliveira,304.189.497-81,1995-08-25,Recife,PE,Private,2021-02-05
CLI0305,Daniel Carvalho,305.253.251-82,1968-12-27,Brasília,DF,Varejo,2024-04-23
CLI0306,Isabela Martins,306.770.597-83,2002-06-09,Brasília,DF,Varejo,2019-12-07
CLI0307,Bruno Martins,307.439.807-40,1964-06-03,Porto Alegre,RS,Universitário,2021-01-05
CLI0308,Helena Pereira,308.237.407-66,1988-10-14,Porto Alegre,RS,Private,2022-09-04
CLI0309,Gabriela Carvalho,309.858.596-76,1993-07-18,Campinas,SP,Varejo,2023-10-12
CLI0310,Felipe Almeida,310.996.952-35,1965-03-03,Brasília,DF,Premium,2018-05-16
CLI0311,Isabela Ribeiro,311.943.575-74,1995-08-12,Fortaleza,CE,Varejo,2025-08-22
CLI0312,Lucas Ferreira,312.957.364-98,1968-02-09,Campinas,SP,Private,2018-04-23
CLI0313,Helena Pereira,313.762.330-96,1978-07-19,Recife,PE,Private,2025-04-22
CLI0314,Vanessa Silva,314.329.358-87,1987-05-28,São Paulo,SP,Private,2022-10-02
CLI0315,Isabela Almeida,315.577.409-96,1995-08-18,Recife,PE,Varejo,2018-01-31
CLI0316,João Souza,316.593.165-53,1984-10-20,Salvador,BA,Private,2021-02-08
CLI0317,Eduarda Barbosa,317.883.346-17,1996-04-02,Porto Alegre,RS,Private,2025-08-20
CLI0318,Juliana Carvalho,318.514.497-14,1977-01-14,Fortaleza,CE,Private,2025-12-31
CLI0319,Rafael Gomes,319.965.274-94,1976-04-01,Curitiba,PR,Private,2019-02-04
CLI0320,Bruna Costa,320.770.191-38,1991-11-15,Brasília,DF,Premium,2021-06-11
CLI0321,Lucas Lima,321.699.401-69,1970-07-26,Recife,PE,Universitário,2018-08-08
CLI0322,Helena Martins,322.642.405-62,1964-11-06,Campinas,SP,Premium,2019-07-17
CLI0323,Eduarda Costa,323.983.832-33,1967-04-02,Curitiba,PR,Universitário,2021-09-24
CLI0324,Enzo Ferreira,324.690.882-30,2003-12-03,São Paulo,SP,Varejo,2019-06-15
CLI0325,Nicolas Melo,325.492.104-14,1977-11-21,Campinas,SP,Private,2018-02-27
CLI0326,Henrique Ribeiro,326.419.232-23,1994-05-30,Brasília,DF,Private,2019-11-16
CLI0327,João Araujo,327.845.632-86,1990-04-23,Rio de Janeiro,RJ,Universitário,2025-09-14
CLI0328,Juliana Martins,328.119.333-38,1971-10-09,Fortaleza,CE,Premium,2018-03-31
CLI0329,Caio Santos,329.484.997-91,1982-12-12,Campinas,SP,Varejo,2024-08-29
CLI0330,Otávio Martins,330.226.660-42,2002-07-24,São Paulo,SP,Premium,2020-04-21
CLI0331,Vanessa Nascimento,331.817.240-63,1969-05-30,São Paulo,SP,Varejo,2021-03-03
CLI0332,Lucas Carvalho,332.402.264-15,2004-07-12,Curitiba,PR,Premium,2025-09-19
CLI0333,Bruna Oliveira,333.213.955-83,2004-04-29,Fortaleza,CE,Premium,2019-01-04
CLI0334,Otávio Gomes,334.370.575-16,1968-12-14,Rio de Janeiro,RJ,Premium,2018-06-11
CLI0335,Débora Souza,335.197.971-15,1960-11-12,Porto Alegre,RS,Premium,2025-06-10
CLI0336,Igor Oliveira,336.481.934-53,1976-05-28,Fortaleza,CE,Varejo,2022-06-30
CLI0337,Guilherme Martins,337.806.971-71,1997-11-01,Recife,PE,Premium,2019-04-09
CLI0338,Fernanda Dias,338.794.548-33,1994-01-25,Belo Horizonte,MG,Private,2024-11-09
CLI0339,Patrícia Melo,339.215.521-66,1964-02-15,São Paulo,SP,Varejo,2020-12-07
CLI0340,Bruna Costa,340.631.635-98,1968-07-17,Brasília,DF,Universitário,2025-06-03
CLI0341,Guilherme Rocha,341.727.155-11,1974-01-29,Curitiba,PR,Universitário,2023-07-24
CLI0342,Bruno Barbosa,342.328.663-92,1993-12-20,Fortaleza,CE,Universitário,2020-08-20
CLI0343,Carla Melo,343.557.423-25,2004-08-14,Rio de Janeiro,RJ,Varejo,2019-02-25
CLI0344,Igor Barbosa,344.675.311-93,2000-12-05,Brasília,DF,Private,2022-01-28
CLI0345,Karina Rocha,345.885.734-86,2002-06-12,São Paulo,SP,Private,2023-01-28
CLI0346,Sabrina Barbosa,346.482.818-23,1964-02-09,Curitiba,PR,Premium,2023-07-10
CLI0347,Daniel Lima,347.725.300-34,1970-10-31,Belo Horizonte,MG,Universitário,2020-06-02
CLI0348,Juliana Dias,348.226.890-67,2001-01-12,Salvador,BA,Premium,2023-08-06
CLI0349,Guilherme Dias,349.594.620-32,1975-07-31,São Paulo,SP,Premium,2019-03-01
CLI0350,Vanessa Pereira,350.380.507-53,1986-05-23,Salvador,BA,Universitário,2019-07-01
CLI0351,Guilherme Rocha,351.981.421-80,1979-07-01,Belo Horizonte,MG,Premium,2020-05-08
CLI0352,Caio Ferreira,352.615.655-98,1988-12-02,Salvador,BA,Varejo,2021-12-13
CLI0353,Bruna Rocha,353.392.998-64,1961-02-22,Brasília,DF,Varejo,2018-04-14
CLI0354,Bruna Lima,354.249.959-17,1986-06-24,São Paulo,SP,Premium,2024-01-26
CLI0355,Vanessa Rocha,355.985.329-92,1994-11-21,São Paulo,SP,Premium,2023-09-24
CLI0356,Mariana Carvalho,356.907.801-50,1964-10-28,Porto Alegre,RS,Varejo,2020-10-26
CLI0357,Juliana Ribeiro,357.873.702-79,1977-08-16,Curitiba,PR,Premium,2021-04-19
CLI0358,Mariana Santos,358.538.385-81,1983-09-15,Rio de Janeiro,RJ,Premium,2019-10-22
CLI0359,Karina Araujo,359.826.258-15,1973-10-15,Campinas,SP,Private,2024-09-10
CLI0360,Patrícia Dias,360.663.466-19,1988-07-07,Campinas,SP,Premium,2020-01-24
CLI0361,Nicolas Rocha,361.649.513-21,1991-05-07,Brasília,DF,Premium,2020-05-23
CLI0362,Sabrina Silva,362.217.784-54,1999-12-25,Porto Alegre,RS,Premium,2025-03-15
CLI0363,Bruno Costa,363.490.915-24,1994-08-14,Campinas,SP,Private,2024-01-22
CLI0364,Rafael Barbosa,364.556.598-15,1986-08-05,Brasília,DF,Premium,2021-08-05
CLI0365,Enzo Rocha,365.646.107-90,1965-11-15,Brasília,DF,Premium,2025-07-08
CLI0366,Sabrina Carvalho,366.762.936-19,1973-10-17,Recife,PE,Varejo,2023-02-24
CLI0367,Felipe Lima,367.671.172-83,1980-06-03,Salvador,BA,Private,2022-07-28
CLI0368,Sabrina Silva,368.756.837-89,1965-09-03,Recife,PE,Varejo,2025-11-10
CLI0369,João Gomes,369.721.188-46,1999-04-07,Rio de Janeiro,RJ,Universitário,2022-06-07
CLI0370,Fernanda Rocha,370.402.749-28,1986-09-27,Belo Horizonte,MG,Private,2018-02-15
CLI0371,Daniel Santos,371.105.686-86,1995-05-10,Brasília,DF,Varejo,2021-06-02
CLI0372,Felipe Ferreira,372.326.731-42,1977-06-07,Salvador,BA,Varejo,2020-01-13
CLI0373,Aline Rocha,373.174.397-95,1966-01-16,Campinas,SP,Private,2019-02-07
CLI0374,João Nascimento,374.171.298-50,2003-08-03,Salvador,BA,Universitário,2021-09-06
CLI0375,Thiago Dias,375.473.927-50,1998-06-04,Campinas,SP,Premium,2018-01-20
CLI0376,Bruna Costa,376.998.591-69,1999-12-15,Recife,PE,Private,2021-06-05
CLI0377,Guilherme Lima,377.979.946-27,1977-08-15,Fortaleza,CE,Private,2025-01-10
CLI0378,Guilherme Dias,378.692.514-85,1979-02-01,São Paulo,SP,Varejo,2024-03-09
CLI0379,Aline Rodrigues,379.474.501-38,1986-02-08,Porto Alegre,RS,Premium,2023-03-19
CLI0380,Enzo Barbosa,380.243.556-30,1976-01-27,Salvador,BA,Premium,2023-06-04
CLI0381,Carla Lima,381.478.339-15,1978-07-20,Salvador,BA,Private,2022-05-09
CLI0382,Caio Barbosa,382.748.949-45,1983-08-16,São Paulo,SP,Premium,2022-03-23
CLI0383,Mariana Pereira,383.628.515-55,1990-12-15,Recife,PE,Universitário,2023-05-29
CLI0384,Rafael Lima,384.316.253-33,1974-02-12,Belo Horizonte,MG,Private,2024-10-01
CLI0385,Débora Souza,385.593.791-71,2002-12-22,Rio de Janeiro,RJ,Premium,2024-08-16
CLI0386,Eduarda Barbosa,386.140.686-28,1965-01-06,São Paulo,SP,Premium,2020-11-23
CLI0387,Igor Gomes,387.187.321-67,2002-04-17,Belo Horizonte,MG,Universitário,2019-11-30
CLI0388,Vanessa Barbosa,388.370.271-97,1990-09-28,Belo Horizonte,MG,Universitário,2024-09-09
CLI0389,Eduarda Souza,389.116.307-76,2005-03-31,Campinas,SP,Universitário,2019-09-05
CLI0390,Carla Melo,390.775.233-87,1960-02-09,Campinas,SP,Universitário,2023-11-09
CLI0391,Henrique Melo,391.908.887-58,1991-06-12,Recife,PE,Varejo,2022-10-09
CLI0392,João Nascimento,392.997.656-62,1983-02-16,Curitiba,PR,Premium,2018-01-23
CLI0393,Mariana Almeida,393.804.923-50,1996-09-05,São Paulo,SP,Private,2019-03-13
CLI0394,Thiago Ribeiro,394.726.382-97,1995-08-28,Porto Alegre,RS,Premium,2022-08-20
CLI0395,Felipe Ribeiro,395.672.668-71,1982-10-07,Brasília,DF,Private,2024-06-24
CLI0396,Débora Pereira,396.557.901-99,1974-07-07,Belo Horizonte,MG,Varejo,2020-05-28
CLI0397,Felipe Martins,397.751.105-21,1973-01-14,Brasília,DF,Universitário,2024-09-24
CLI0398,Débora Martins,398.510.728-93,1985-09-13,Curitiba,PR,Varejo,2019-12-19
CLI0399,Gabriela Santos,399.902.713-75,1980-10-13,Fortaleza,CE,Premium,2025-07-23
CLI0400,Isabela Martins,400.461.785-60,1996-05-16,São Paulo,SP,Premium,2023-10-22
CLI0401,Sabrina Gomes,401.843.949-81,1991-03-25,São Paulo,SP,Private,2021-02-06
CLI0402,Isabela Ferreira,402.516.618-23,1966-06-29,Fortaleza,CE,Private,2021-10-24
CLI0403,Igor Rocha,403.932.912-83,1982-06-10,Rio de Janeiro,RJ,Universitário,2022-03-25
CLI0404,Bruna Araujo,404.700.982-13,2003-03-29,Salvador,BA,Varejo,2020-11-22
CLI0405,Fernanda Costa,405.522.461-76,1960-11-14,Rio de Janeiro,RJ,Private,2020-10-13
CLI0406,Karina Ribeiro,406.323.687-44,1976-05-25,Salvador,BA,Premium,2023-08-06
CLI0407,Gabriela Pereira,407.307.954-41,1991-12-10,Curitiba,PR,Premium,2019-03-13
CLI0408,Helena Melo,408.480.735-50,2004-03-03,Fortaleza,CE,Private,2023-07-04
CLI0409,Mariana Pereira,409.868.690-26,1964-11-09,Belo Horizonte,MG,Universitário,2023-05-14
CLI0410,Daniel Barbosa,410.571.423-98,1960-10-02,Salvador,BA,Varejo,2025-07-24
CLI0411,Lucas Nascimento,411.982.365-33,1983-08-01,Curitiba,PR,Premium,2021-01-08
CLI0412,Nicolas Ribeiro,412.473.974-61,1985-01-31,Salvador,BA,Universitário,2020-01-07
CLI0413,Guilherme Souza,413.838.376-40,1998-10-10,Campinas,SP,Universitário,2020-03-14
CLI0414,Nicolas Melo,414.237.969-90,1988-04-28,Belo Horizonte,MG,Universitário,2021-05-13
CLI0415,Mariana Souza,415.807.267-17,1979-05-01,Porto Alegre,RS,Private,2023-05-06
CLI0416,Lucas Silva,416.521.224-54,1977-11-06,Salvador,BA,Premium,2021-03-11
CLI0417,Enzo Araujo,417.180.490-88,1985-09-14,Salvador,BA,Universitário,2025-01-31
CLI0418,Helena Oliveira,418.181.265-53,1980-06-22,Salvador,BA,Private,2021-07-21
CLI0419,Isabela Araujo,419.899.983-56,2000-05-25,Porto Alegre,RS,Universitário,2019-11-17
CLI0420,Felipe Martins,420.205.197-18,2002-06-14,Curitiba,PR,Varejo,2018-04-18
CLI0421,Isabela Nascimento,421.259.186-93,1994-12-22,Recife,PE,Private,2020-07-28
CLI0422,Bruno Ribeiro,422.981.433-70,2001-11-29,Belo Horizonte,MG,Private,2024-02-25
CLI0423,Thiago Nascimento,423.567.746-91,1999-01-09,Fortaleza,CE,Private,2021-11-23
CLI0424,Isabela Rodrigues,424.410.110-10,1972-03-24,Rio de Janeiro,RJ,Private,2021-03-20
CLI0425,João Silva,425.884.540-47,1980-09-28,Fortaleza,CE,Varejo,2024-02-24
CLI0426,Caio Martins,426.948.487-38,1983-08-05,Brasília,DF,Varejo,2022-09-26
CLI0427,João Rocha,427.928.375-62,1976-11-12,Curitiba,PR,Varejo,2020-01-18
CLI0428,Gabriela Costa,428.119.255-16,1961-12-26,Fortaleza,CE,Premium,2019-02-23
CLI0429,Henrique Oliveira,429.254.115-73,1979-06-26,Porto Alegre,RS,Private,2022-09-18
CLI0430,Carla Rodrigues,430.157.372-60,1966-05-28,Salvador,BA,Universitário,2020-01-14
CLI0431,Guilherme Martins,431.948.112-25,1982-05-02,Curitiba,PR,Universitário,2022-12-20
CLI0432,Patrícia Martins,432.797.419-51,1974-03-25,Curitiba,PR,Varejo,2024-03-01
CLI0433,Gabriela Ribeiro,433.153.984-95,1979-07-16,Brasília,DF,Varejo,2020-08-24
CLI0434,Mariana Pereira,434.109.143-84,2002-08-21,Belo Horizonte,MG,Premium,2022-03-02
CLI0435,Bruna Nascimento,435.446.877-90,1965-05-21,Rio de Janeiro,RJ,Varejo,2021-12-27
CLI0436,Sabrina Ribeiro,436.924.549-34,1961-11-30,Rio de Janeiro,RJ,Universitário,2022-01-07
CLI0437,Caio Araujo,437.672.401-79,2003-12-20,Belo Horizonte,MG,Premium,2024-05-10
CLI0438,Carla Barbosa,438.258.560-47,1983-08-17,Fortaleza,CE,Private,2023-02-03
CLI0439,Débora Ferreira,439.119.734-56,1981-06-03,São Paulo,SP,Private,2018-09-17
CLI0440,Vanessa Gomes,440.430.519-92,1988-11-21,Recife,PE,Varejo,2019-01-30
CLI0441,Felipe Santos,441.306.209-72,1977-03-10,Brasília,DF,Varejo,2018-05-11
CLI0442,Bruno Ribeiro,442.326.720-19,1961-03-04,Fortaleza,CE,Premium,2025-05-09
CLI0443,Otávio Santos,443.469.671-63,1993-02-09,Fortaleza,CE,Varejo,2024-12-01
CLI0444,Gabriela Barbosa,444.199.203-39,1994-07-27,Rio de Janeiro,RJ,Premium,2020-03-02
CLI0445,Sabrina Rocha,445.525.864-23,1992-02-11,Brasília,DF,Universitário,2025-11-17
CLI0446,Rafael Costa,446.773.261-78,1999-09-29,Belo Horizonte,MG,Private,2021-07-14
CLI0447,Helena Ribeiro,447.522.882-91,1998-08-18,Brasília,DF,Private,2024-10-28
CLI0448,Lucas Araujo,448.558.506-10,1963-02-09,Recife,PE,Private,2024-09-06
CLI0449,João Pereira,449.319.976-50,1961-12-12,São Paulo,SP,Private,2024-03-17
CLI0450,Lucas Rodrigues,450.241.371-56,1982-06-01,Campinas,SP,Premium,2020-11-15
CLI0451,Débora Oliveira,451.840.432-71,1975-07-06,Porto Alegre,RS,Universitário,2025-09-25
CLI0452,Débora Dias,452.490.180-17,1989-12-31,Rio de Janeiro,RJ,Private,2022-11-14
CLI0453,Helena Pereira,453.865.768-87,1961-01-09,Recife,PE,Universitário,2018-08-10
CLI0454,Eduarda Santos,454.789.849-60,1999-12-23,Brasília,DF,Varejo,2020-06-28
CLI0455,Eduarda Costa,455.184.587-83,1964-06-03,Recife,PE,Universitário,2020-12-11
CLI0456,Sabrina Almeida,456.599.504-93,1977-08-04,Belo Horizonte,MG,Premium,2020-09-19
CLI0457,Bruna Dias,457.191.215-95,1997-02-07,Rio de Janeiro,RJ,Universitário,2022-02-05
CLI0458,Lucas Nascimento,458.941.922-66,1973-01-30,Campinas,SP,Universitário,2018-07-03
CLI0459,Enzo Oliveira,459.215.857-16,1981-10-21,Curitiba,PR,Premium,2021-03-24
CLI0460,Karina Almeida,460.857.650-37,1978-04-14,Rio de Janeiro,RJ,Private,2024-02-26
CLI0461,Mariana Dias,461.779.639-15,1982-12-01,Fortaleza,CE,Premium,2018-09-04
CLI0462,Carla Martins,462.776.377-94,1992-04-25,Campinas,SP,Varejo,2018-03-20
CLI0463,Henrique Martins,463.620.826-22,1988-04-19,Porto Alegre,RS,Universitário,2024-09-11
CLI0464,Bruno Pereira,464.642.412-52,2003-12-15,Brasília,DF,Universitário,2019-10-06
CLI0465,Aline Gomes,465.341.613-45,1965-07-24,São Paulo,SP,Private,2022-05-05
CLI0466,Henrique Rodrigues,466.449.502-94,1972-04-24,São Paulo,SP,Varejo,2022-04-15
CLI0467,Nicolas Pereira,467.686.256-64,1988-01-10,Brasília,DF,Private,2023-01-14
CLI0468,João Barbosa,468.238.540-28,1974-03-06,Belo Horizonte,MG,Private,2018-10-05
CLI0469,Karina Rodrigues,469.844.130-50,1997-02-22,Brasília,DF,Universitário,2021-05-27
CLI0470,Eduarda Ferreira,470.126.880-88,1983-12-10,Porto Alegre,RS,Premium,2024-09-08
CLI0471,Carla Melo,471.237.614-87,2002-01-20,Curitiba,PR,Private,2020-01-24
CLI0472,Nicolas Silva,472.376.522-38,1978-03-13,Belo Horizonte,MG,Premium,2018-09-28
CLI0473,Helena Nascimento,473.601.804-51,2001-01-17,Belo Horizonte,MG,Premium,2022-10-18
CLI0474,Rafael Souza,474.562.567-15,1982-01-16,Recife,PE,Universitário,2018-06-10
CLI0475,João Araujo,475.507.411-46,2001-05-22,Brasília,DF,Premium,2022-09-27
CLI0476,Guilherme Araujo,476.192.839-74,1970-02-25,Brasília,DF,Premium,2024-07-25
CLI0477,Otávio Silva,477.283.564-85,1978-02-11,Brasília,DF,Universitário,2019-01-05
CLI0478,Daniel Araujo,478.749.471-20,1994-06-16,Belo Horizonte,MG,Premium,2022-04-01
CLI0479,Thiago Rodrigues,479.266.989-28,1976-01-18,Brasília,DF,Varejo,2022-09-15
CLI0480,Igor Rodrigues,480.307.103-89,1982-09-15,Fortaleza,CE,Varejo,2023-02-22
CLI0481,Vanessa Melo,481.343.322-85,2002-09-05,Fortaleza,CE,Universitário,2022-08-07
CLI0482,Vanessa Rocha,482.939.945-36,1964-05-21,São Paulo,SP,Premium,2019-08-31
CLI0483,Helena Santos,483.783.691-87,1986-10-10,São Paulo,SP,Private,2018-12-26
CLI0484,Otávio Dias,484.468.136-21,1986-11-07,Belo Horizonte,MG,Private,2022-02-18
CLI0485,Guilherme Rocha,485.166.399-70,1972-01-26,Recife,PE,Varejo,2025-10-16
CLI0486,Daniel Dias,486.847.744-77,1967-11-12,Recife,PE,Universitário,2025-09-21
CLI0487,Nicolas Nascimento,487.968.424-43,1991-09-30,Campinas,SP,Premium,2024-11-21
CLI0488,Caio Gomes,488.298.101-25,1962-02-24,Fortaleza,CE,Universitário,2025-01-05
CLI0489,Nicolas Santos,489.441.458-81,1979-01-18,Rio de Janeiro,RJ,Varejo,2025-03-08
CLI0490,Enzo Silva,490.216.802-52,1990-08-16,Rio de Janeiro,RJ,Universitário,2024-05-19
CLI0491,Gabriela Costa,491.953.446-96,2002-12-25,Campinas,SP,Universitário,2018-05-26
CLI0492,Otávio Carvalho,492.860.157-76,1986-11-08,Fortaleza,CE,Private,2024-03-24
CLI0493,Fernanda Ribeiro,493.167.252-45,1962-10-18,Brasília,DF,Private,2022-03-17
CLI0494,Helena Gomes,494.822.978-50,1962-11-02,Campinas,SP,Private,2022-08-23
CLI0495,Otávio Gomes,495.321.637-48,1975-09-13,Rio de Janeiro,RJ,Varejo,2022-03-13
CLI0496,Igor Barbosa,496.257.294-53,2003-05-17,Rio de Janeiro,RJ,Private,2021-09-02
CLI0497,Guilherme Barbosa,497.792.235-36,1963-04-12,Belo Horizonte,MG,Universitário,2022-05-07
CLI0498,Karina Araujo,498.147.205-76,1988-01-13,São Paulo,SP,Varejo,2024-06-23
CLI0499,Gabriela Almeida,499.393.383-78,1988-08-18,Porto Alegre,RS,Universitário,2025-07-11
CLI0500,Gabriela Rocha,500.458.662-50,1984-04-25,Porto Alegre,RS,Premium,2025-11-25
CLI0501,João Nascimento,501.446.653-66,1964-07-20,Porto Alegre,RS,Premium,2018-04-29
CLI0502,Mariana Ferreira,502.821.710-85,1999-12-31,Rio de Janeiro,RJ,Private,2021-07-03
CLI0503,Juliana Araujo,503.681.234-21,2002-01-04,Salvador,BA,Varejo,2023-02-10
CLI0504,Helena Nascimento,504.364.472-60,1976-06-13,Fortaleza,CE,Private,2021-08-23
CLI0505,Daniel Ribeiro,505.590.572-31,1985-04-28,Fortaleza,CE,Private,2024-10-11
CLI0506,Karina Rocha,506.765.172-48,2001-05-10,Recife,PE,Universitário,2024-08-15
CLI0507,Patrícia Martins,507.167.448-36,1998-09-05,Recife,PE,Universitário,2024-05-12
CLI0508,Daniel Dias,508.710.574-51,1968-10-04,Curitiba,PR,Universitário,2019-12-23
CLI0509,Vanessa Souza,509.801.933-86,1993-12-29,Porto Alegre,RS,Private,2023-07-18
CLI0510,Enzo Rodrigues,510.776.252-67,1986-02-24,Curitiba,PR,Universitário,2024-11-26
CLI0511,João Dias,511.913.795-48,1999-01-01,Campinas,SP,Private,2019-01-01
CLI0512,Bruno Ribeiro,512.662.154-10,1992-03-24,Brasília,DF,Varejo,2021-03-01
CLI0513,Aline Costa,513.828.491-61,1994-03-26,São Paulo,SP,Universitário,2024-02-11
CLI0514,Guilherme Carvalho,514.257.395-95,1971-04-06,Belo Horizonte,MG,Premium,2018-02-17
CLI0515,Bruna Carvalho,515.239.186-27,1997-04-22,Rio de Janeiro,RJ,Universitário,2025-10-19
CLI0516,Mariana Ribeiro,516.331.290-64,1960-08-31,Belo Horizonte,MG,Universitário,2020-08-27
CLI0517,Bruno Santos,517.681.594-57,1970-02-25,Brasília,DF,Universitário,2025-09-29
CLI0518,Otávio Barbosa,518.180.635-88,1967-12-08,Brasília,DF,Premium,2023-04-20
CLI0519,Vanessa Santos,519.451.647-11,2002-01-23,Rio de Janeiro,RJ,Universitário,2023-10-01
CLI0520,Felipe Santos,520.811.711-48,1983-05-14,Salvador,BA,Varejo,2025-01-21
CLI0521,Bruna Gomes,521.928.855-89,1962-06-13,Fortaleza,CE,Private,2023-06-09
CLI0522,Isabela Lima,522.114.859-24,1975-08-31,Porto Alegre,RS,Premium,2025-05-23
CLI0523,Fernanda Pereira,523.596.285-77,1962-12-20,Fortaleza,CE,Private,2018-12-12
CLI0524,Enzo Martins,524.343.776-66,1975-01-03,Belo Horizonte,MG,Premium,2024-06-24
CLI0525,Bruno Ferreira,525.575.508-70,1987-01-14,Salvador,BA,Universitário,2023-12-22
CLI0526,Ana Gomes,526.916.559-58,1988-04-27,Recife,PE,Varejo,2019-02-03
CLI0527,Karina Lima,527.373.921-22,1982-11-28,Brasília,DF,Universitário,2023-03-04
CLI0528,Bruna Ferreira,528.420.660-11,1960-10-04,Campinas,SP,Varejo,2018-02-18
CLI0529,Lucas Pereira,529.842.390-42,1977-04-27,Recife,PE,Varejo,2018-04-08
CLI0530,Caio Souza,530.188.976-87,1971-08-27,Campinas,SP,Universitário,2025-05-12
CLI0531,Igor Souza,531.812.288-42,1986-06-05,Campinas,SP,Universitário,2025-05-29
CLI0532,Isabela Ferreira,532.899.175-45,1965-08-06,Porto Alegre,RS,Universitário,2022-05-11
CLI0533,Guilherme Lima,533.282.551-18,2004-02-11,Salvador,BA,Premium,2024-11-04
CLI0534,Vanessa Souza,534.552.832-43,1969-04-07,Rio de Janeiro,RJ,Varejo,2018-10-26
CLI0535,Ana Melo,535.252.768-91,1960-01-29,Rio de Janeiro,RJ,Varejo,2025-06-15
CLI0536,Rafael Melo,536.589.546-61,1966-04-16,Salvador,BA,Premium,2018-01-14
CLI0537,Daniel Dias,537.648.467-52,1987-03-03,Recife,PE,Universitário,2018-08-15
CLI0538,Guilherme Araujo,538.878.884-47,1978-03-22,Rio de Janeiro,RJ,Premium,2024-03-21
CLI0539,João Martins,539.209.745-98,1992-03-25,São Paulo,SP,Universitário,2018-12-14
CLI0540,Débora Dias,540.344.600-59,1965-08-26,Curitiba,PR,Private,2023-08-09
CLI0541,Ana Santos,541.447.157-53,1963-11-03,Brasília,DF,Universitário,2019-04-30
CLI0542,Débora Dias,542.338.173-14,1972-09-13,Brasília,DF,Universitário,2025-05-02
CLI0543,Henrique Rodrigues,543.114.276-90,1964-06-25,São Paulo,SP,Private,2019-02-03
CLI0544,Patrícia Nascimento,544.918.730-38,1965-08-29,Campinas,SP,Premium,2022-10-12
CLI0545,Karina Souza,545.800.689-79,1972-04-27,Salvador,BA,Private,2020-05-23
CLI0546,Enzo Carvalho,546.272.813-57,1974-10-20,Salvador,BA,Universitário,2020-09-24
CLI0547,Enzo Ferreira,547.116.598-20,1960-07-27,Campinas,SP,Varejo,2020-01-05
CLI0548,Caio Melo,548.808.229-36,1972-11-01,Campinas,SP,Private,2023-11-13
